State,Code,Type,Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
Massachusetts,,"Last Mile Facility","39 Prestige Way",Kingston,MA,02360,41.968449,-70.705282,1,rooftop,39,"Prestige Way",,,Plymouth,MA,"Plymouth County",02360,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,DBC3,"Last Mile Facility","800 John Quincy Adams Rd",Tauton,MA,02780,41.954013,-71.132568,1,rooftop,800,"John Quincy Adams Rd",,,Taunton,MA,"Bristol County",02780,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,DBC6,"Last Mile Facility","100 Industrial Park Rd",Hingham,MA,02043,42.173871,-70.911877,1,rooftop,100,"Industrial Park Rd",,,Hingham,MA,"Plymouth County",02043,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,DTB8,"Last Mile Facility","4400 Computer Dr",Westborough,MA,01581,42.292193,-71.575892,1,rooftop,4400,"Computer Dr",,,Westborough,MA,"Worcester County",01581,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Michigan,DDT1,"Last Mile Facility","1400 E 10 Mile Rd","Hazel Park",MI,48030,42.474845,-83.091904,1,rooftop,1400,"E 10 Mile Rd",,,"Hazel Park",MI,"Oakland County",48030,US,Oakland
Michigan,DDT2,"Last Mile Facility","11457 Hannon Rd",Romulus,MI,48147,42.219915,-83.42427,0.9,range_interpolation,11457,"Hannan Rd",,,Romulus,MI,"Wayne County",48174,US,"TIGER/Line® dataset from the US Census Bureau"
Michigan,DDT3,"Last Mile Facility","28415 Automation Blvd","Lyon Township",MI,48393,42.497559,-83.569208,1,rooftop,28415,"Automation Blvd",,,Wixom,MI,"Oakland County",48393,US,Oakland
Michigan,DDT4,"Last Mile Facility","7009 W Mountain Hope Hwy",Lansing,MI,48917,42.722414,-84.652032,0.33,place,,,,,Lansing,MI,"Eaton County",48917,US,"TIGER/Line® dataset from the US Census Bureau"
Michigan,DDT6,"Last Mile Facility","1200 Featherstone Rd",Pontiac,MI,48342,42.642572,-83.255793,1,rooftop,1200,"Featherstone Rd",,,Pontiac,MI,"Oakland County",48342,US,Semcog
Michigan,DGR1,"Last Mile Facility","2935 Walkent Ct NW",Walker,MI,49544,43.020839,-85.721074,1,rooftop,2935,"Walkent Ct NW",,,"Grand Rapids",MI,"Kent County",49544,US,Kent
Michigan,DGR3,"Last Mile Facility","33600 Mound Rd","Sterling Heights",MI,48310,42.540152,-83.044003,0.9,rooftop,33600,"Mound Rd",,,"Sterling Heights",MI,"Macomb County",48312,US,Semcog
Michigan,HDT2,"Last Mile Facility","12795 Premier Center Ct",Plymouth,MI,48170,42.366737,-83.489679,0.33,place,,,,,Plymouth,MI,"Wayne County",48170,US,"TIGER/Line® dataset from the US Census Bureau"
Mississippi,,"Last Mile Facility","46 Industrial Park Rd",Lucedale,MS,39452,30.929756,-88.589197,1,range_interpolation,46,"Industrial Park Rd",,,Lucedale,MS,"George County",39452,US,"TIGER/Line® dataset from the US Census Bureau"
Missouri,DLI1,"Last Mile Facility","441 Hazelwood Logistics Center Dr Bldg 4",Hazelwood,MO,63042,38.766731,-90.383765,1,rooftop,441,"Hazelwood Logistics Center Dr",Bldg,4,Hazelwood,MO,"St. Louis County",63042,US,"St Louis"
Missouri,DLI2,"Last Mile Facility","830 James S McDonnell Blvd",Hazelwood,MO,63042,38.77792,-90.392163,1,rooftop,830,"James S Mcdonnell Blvd",,,Hazelwood,MO,"St. Louis County",63042,US,"St Louis"
Missouri,DLI6,"Last Mile Facility","6201 Aviator Dr",Hazelwood,MO,63042,38.771765,-90.357294,1,rooftop,6201,"Aviator Dr",,,Hazelwood,MO,"St. Louis County",63042,US,"St Louis"
Missouri,DMC2,"Last Mile Facility","3601 Enterprise DR","Kansas City",MO,64129,39.058724,-94.493734,1,rooftop,3601,"Enterprise Dr",,,"Kansas City",MO,"Jackson County",64129,US,Jackson
"New Jersey",DEW1,"Last Mile Facility","2 Empire Blvd",Moonachie,NJ,07074,40.833802,-74.053073,1,range_interpolation,2,"Empire Blvd",,,Moonachie,NJ,"Bergen County",07074,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",DEW2,"Last Mile Facility","630 Sullivan Rd",Elizabeth,NJ,07201,40.668181,-74.187422,1,range_interpolation,630,"Sullivan Rd",,,Elizabeth,NJ,"Union County",07201,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",DEW5,"Last Mile Facility","10 Princess Rd","Lawrence Township",NJ,08648,40.284584,-74.702928,1,rooftop,10,"Princess Rd",,,"Lawrence Township",NJ,"Mercer County",08648,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DEW8,"Last Mile Facility","281 Benigno Blvd",Bellmawr,NJ,08031,39.861803,-75.089852,1,rooftop,281,"Benigno Blvd",,,Bellmawr,NJ,"Camden County",08031,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DNJ1/HEW1,"Last Mile Facility","380 Middlesex Avenue",Carteret,NJ,07008,40.564059,-74.221066,1,rooftop,380,"Middlesex Ave",,,Carteret,NJ,"Middlesex County",07008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",HEW2,"Last Mile Facility","100 Forge Way",Rockaway,NJ,07866,40.920104,-74.494846,1,rooftop,100,"Forge Way",,,Rockaway,NJ,"Morris County",07866,US,Morris
"New Jersey",DNJ2,"Last Mile Facility","555 Macarthur Blvd",Mahwah,NJ,07430,41.071981,-74.172164,1,rooftop,555,"Macarthur Blvd",,,Mahwah,NJ,"Bergen County",07430,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DNJ6,"Last Mile Facility","118 Moonachie Ave",Carlstadt,NJ,07072,40.834507,-74.057404,0.8,range_interpolation,118,"Moonachie Ave",,,Moonachie,NJ,"Bergen County",07074,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",DNJ7,"Last Mile Facility","81 International Dr S","Mount Olive",NJ,07828,40.888684,-74.715944,0.87,rooftop,81,"International Dr",,,"Budd Lake",NJ,"Morris County",07828,US,Morris
"New Jersey",DJZ1,"Last Mile Facility","125 North St",Teterboro,NJ,07608,40.864285,-74.049978,1,rooftop,125,"North St",,,Teterboro,NJ,"Bergen County",07608,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DJZ2,"Last Mile Facility","610 Washington Ave",Carlstadt,NJ,07072,40.825244,-74.058167,1,range_interpolation,610,"Washington Ave",,,Carlstadt,NJ,"Bergen County",07072,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",DJZ3,"Last Mile Facility","377 Roosevelt Ave",Carteret,NJ,07008,40.580159,-74.21459,1,rooftop,377,"Roosevelt Ave",,,Carteret,NJ,"Middlesex County",07008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DJZ4,"Last Mile Facility","50 Central Ave",Kearny,NJ,07032,40.723427,-74.113029,1,range_interpolation,50,"Central Ave",,,Kearny,NJ,"Hudson County",07032,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",DJZ5,"Last Mile Facility","429 Delancy St",Newark,NJ,07105,40.715914,-74.149824,1,range_interpolation,429,"Delancy St",,,Newark,NJ,"Essex County",07105,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",DJZ6,"Last Mile Facility","1800 Lower Rd",Linden,NJ,07036,40.609355,-74.25326,1,rooftop,1800,"Lower Rd",,,Linden,NJ,"Union County",07036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DJZ8,"Last Mile Facility","1 Paddock St",Avenel,NJ,07001,40.58607,-74.272534,1,range_interpolation,1,"Paddock St",,,Avenel,NJ,"Middlesex County",07001,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",DJR5,"Last Mile Facility","670 Belleville Turnpike",Kearny,NJ,07032,40.767269,-74.126251,1,rooftop,670,"Belleville Tpke",,,Kearny,NJ,"Hudson County",07032,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DJR6,"Last Mile Facility","5 Logistics Drive",Kearny,NJ,07032,40.75175,-74.122937,0.33,place,,,,,Kearny,NJ,"Hudson County",07032,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",DNY5,"Last Mile Facility","10 Patton Drive ","West Caldwell",NJ,07006,40.861216,-74.281568,1,rooftop,10,"Patton Dr",,,"West Caldwell",NJ,"Essex County",07006,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DJE1,"Last Mile Facility","8 B Court","South Edison",NJ,08817,40.510796,-74.405657,0.8,rooftop,8,"Gates Pl",,,Edison,NJ,"Middlesex County",08817,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DJE2,"Last Mile Facility","1250 Forest Pkwy",Paulsboro,NJ,08066,39.823555,-75.208516,1,rooftop,1250,"Forest Pkwy",,,Paulsboro,NJ,"Gloucester County",08066,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DJE3,"Last Mile Facility","2320 Center Square Rd",Logan,NJ,08085,39.75274,-75.318049,0.67,place,,,,,Swedesboro,NJ,"Gloucester County",08085,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",DJE6,"Last Mile Facility","79 Thomas McGovern Dr","Jersey City",NJ,07305,40.701631,-74.061708,1,rooftop,79,"T Mcgovern Dr",,,"Jersey City",NJ,"Hudson County",07305,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",DNK5,"Last Mile Facility","105 Avenue A",Bayonne,NJ,07002,40.64857,-74.141034,1,range_interpolation,105,"Ave A",,,Bayonne,NJ,"Hudson County",07002,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",HPH1,"Last Mile Facility","10 Patton Drive ",Caldwell,NJ,07006,40.861216,-74.281568,1,rooftop,10,"Patton Dr",,,"West Caldwell",NJ,"Essex County",07006,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",HNE1,"Last Mile Facility","1225 Forest Pkwy West",Deptford,NJ,08066,39.828875,-75.213163,1,rooftop,1225,"Forest Pkwy",,,Paulsboro,NJ,"Gloucester County",08066,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",HNE1,"Last Mile Facility","2205 State Route 27",Edison,NJ,08817,40.533251,-74.382064,1,rooftop,2205,"Lincoln Hwy",,,Edison,NJ,"Middlesex County",08817,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New York",DNY1,"Last Mile Facility","60 East 42nd St","New York",NY,10165,40.752285,-73.978464,0.9,rooftop,60,"E 42nd St",,,"New York",NY,"New York County",10017,US,"City of New York"
"New York",DNY4,"Last Mile Facility","201 Grumman Rd W",Bethpage,NY,11714,40.747625,-73.492609,1,rooftop,201,"Grumman Rd W",,,Bethpage,NY,"Nassau County",11714,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York",DAL1,"Last Mile Facility","75 Cohoes Ave","Green Island Village",NY,12183,42.753191,-73.693149,1,rooftop,75,"Cohoes Ave",,,Troy,NY,"Albany County",12183,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York",DRO1,"Last Mile Facility","330 Clay Rd",Rochester,NY,14623,43.08394,-77.617713,1,rooftop,330,"Clay Rd",,,Rochester,NY,"Monroe County",14623,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York",DBK1,"Last Mile Facility","1 Bulova Ave",Woodside,NY,11377,40.762536,-73.903433,1,range_interpolation,1,"Bulova Ave",,,Woodside,NY,"Queens County",11377,US,"TIGER/Line® dataset from the US Census Bureau"
"New York",DBK6,"Last Mile Facility","2300 Linden Blvd",Brooklyn,NY,11208,40.663796,-73.877831,1,rooftop,2300,"Linden Blvd",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
"New York",DNJ3,"Last Mile Facility","1300 Viele Ave",Bronx,NY,10474,40.80675,-73.883977,1,rooftop,1300,"Viele Ave",,,Bronx,NY,"Bronx County",10474,US,"City of New York"
"New York",HNY1,"Last Mile Facility","80 Grumman Rd",Bethpage,NY,11714,40.743344,-73.490291,0.9,rooftop,80,"Grumman Rd W",,,Bethpage,NY,"Nassau County",11714,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York",DAB3,"Last Mile Facility","10 Jupiter Lane",Colonie,NY,12205,42.717322,-73.839734,1,rooftop,10,"Jupiter Ln",,,Albany,NY,"Albany County",12205,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York",DAB4,"Last Mile Facility","1785 NY-5S",Amsterdam,NY,12010,42.906298,-74.229042,0.33,place,,,,,Amsterdam,NY,"Montgomery County",12010,US,"TIGER/Line® dataset from the US Census Bureau"
"New York",DAB8,"Last Mile Facility","100 Precision Dr",Shirley,NY,11967,40.847275,-72.874315,1,rooftop,100,"Precision Dr",,,Shirley,NY,"Suffolk County",11967,US,Suffolk
"New York",,"Last Mile Facility","30B Post Rd",Colonie,NY,12205,42.723163,-73.850785,1,rooftop,"30 B","Post Rd",,,Albany,NY,"Albany County",12205,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York",DYY6,"Last Mile Facility","566 Gulf Ave","Staten Island",NY,10314,40.615876,-74.188077,1,rooftop,566,"Gulf Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
"New York",DBU2,"Last Mile Facility","2 Westbury Ave","Carle Place",NY,11501,40.747739,-73.622038,0.9,rooftop,2,"Westbury Ave",,,"Carle Place",NY,"Nassau County",11514,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York",DYO1,"Last Mile Facility","500 Hudson Valley Ave","New Windsor",NY,12553,41.485305,-74.104082,1,rooftop,500,"Hudson Valley Ave",,,"New Windsor",NY,"Orange County",12553,US,Orange
"New York",DZY1,"Last Mile Facility","3850 21st St","Long Island City",NY,11101,40.743867,-73.948557,0.6,street_center,,"21st St",,,"Long Island City",NY,"Queens County",11101,US,"TIGER/Line® dataset from the US Census Bureau"
"New York",DXY4,"Last Mile Facility","200 Oritani Dr",Blauvelt,NY,10913,41.0766,-73.956683,1,rooftop,200,"Oritani Dr",,,Blauvelt,NY,"Rockland County",10913,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York",,"Last Mile Facility","400 Oritani Dr",Blauvelt,NY,10913,41.075313,-73.957709,1,rooftop,400,"Oritani Dr",,,Blauvelt,NY,"Rockland County",10913,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York",DBU1,"Last Mile Facility","800 River Pkwy",Tonawanda,NY,14150,42.99704,-78.878659,0.33,place,,,,,Tonawanda,NY,"Erie County",14150,US,"TIGER/Line® dataset from the US Census Bureau"
"New York",DYR7,"Last Mile Facility","717 Broadway Ave",Holbrook,NY,11741,40.775536,-73.064042,1,rooftop,717,"Broadway Ave",,,Holbrook,NY,"Suffolk County",11741,US,Suffolk
"New York",,"Last Mile Facility","6834 Kirkville Rd",Dewitt,NY,13057,43.076296,-76.049069,1,rooftop,6834,"Kirkville Rd",,,"East Syracuse",NY,"Onondaga County",13057,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York",,"Last Mile Facility","66-26 Metropolitan Ave","Middle Village",NY,11379,40.71216,-73.890711,1,rooftop,66-26,"Metropolitan Ave",,,"Middle Village",NY,"Queens County",11379,US,"City of New York"
"New York",,"Last Mile Facility","55-15 Grand Ave",Maspeth,NY,11378,40.718852,-73.913636,0.99,rooftop,55-16,"Grand Ave",,,Maspeth,NY,"Queens County",11378,US,"City of New York"
"North Carolina",DLT1,"Last Mile Facility","3830 Parrott Dr",Charlotte,NC,28214,35.243563,-80.992523,1,rooftop,3830,"Parrott Dr",,,Charlotte,NC,"Mecklenburg County",28214,US,Mecklenburg
"North Carolina",DLT2,"Last Mile Facility","7929 National Service Rd",Colfax,NC,27409,36.083063,-79.975505,1,rooftop,7929,"National Service Rd",,,Greensboro,NC,"Guilford County",27409,US,"NC Geographic Information Coordinating Council"
"North Carolina",DLT3,"Last Mile Facility","413 Goodman Rd",Concord,NC,28027,35.407183,-80.697823,1,rooftop,413,"Goodman Rd",,,Concord,NC,"Cabarrus County",28027,US,Cabarrus
"North Carolina",DLT6,"Last Mile Facility","1610 Old Greensboro Rd",Kernersville,NC,27284,36.10906,-80.027593,1,rooftop,1610,"Old Greensboro Rd",,,Kernersville,NC,"Guilford County",27284,US,Forsyth
"North Carolina",DRT1,"Last Mile Facility","224 N Hoover Rd",Durham,NC,27703,35.994136,-78.856941,1,rooftop,224,"N Hoover Rd",,,Durham,NC,"Durham County",27703,US,Durham
"North Carolina",DRT4,"Last Mile Facility","394 Fanning Fields Rd","Mills River",NC,28759,35.415016,-82.548339,1,rooftop,394,"Fanning Fields Rd",,,"Mills River",NC,"Henderson County",28759,US,"NC Geographic Information Coordinating Council"
"North Carolina",DRT8,"Last Mile Facility","1275 Person St",Durham,NC,27703,35.964965,-78.873013,1,rooftop,1275,"Person St",,,Durham,NC,"Durham County",27703,US,Durham
"North Carolina",DRT9,"Last Mile Facility","1000 Innovation Ave",Morrisville,NC,27560,35.870285,-78.821527,1,rooftop,1000,"Innovation Ave",,,Morrisville,NC,"Wake County",27560,US,Wake
"North Carolina",HCL1,"Last Mile Facility","4525 Statesville Ave",Charlotte,NC,28269,35.282301,-80.835621,1,rooftop,4525,"Statesville Rd",,,Charlotte,NC,"Mecklenburg County",28269,US,Mecklenburg
"North Carolina",HRD1,"Last Mile Facility","1805 TW Alexander Drive",Durham,NC,27703,35.923119,-78.831287,1,rooftop,1805,"T W Alexander Dr",,,Durham,NC,"Durham County",27703,US,Durham
"North Carolina",,"Last Mile Facility","6495 Franz Warner Pkwy",Whitsett,NC,27377,36.053254,-79.603483,1,rooftop,6495,"Franz Warner Pkwy",,,Whitsett,NC,"Guilford County",27377,US,Guilford
Ohio,DCN1,"Last Mile Facility","4250 Port Union Rd",Fairfield,OH,45011,39.332113,-84.487016,1,range_interpolation,4250,"Port Union Rd",,,"West Chester",OH,"Butler County",45011,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,DCL1,"Last Mile Facility","26555 Bluestone Blvd",Euclid,OH,44132,41.606292,-81.497314,0.33,place,,,,,Euclid,OH,"Cuyahoga County",44132,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,DCL2,"Last Mile Facility","2823 Gilchrist Rd",Akron,OH,44305,41.062191,-81.425102,1,rooftop,2823,"Gilchrist Rd",,,Akron,OH,"Summit County",44305,US,Summit
Ohio,DCL3,"Last Mile Facility","12111 DeBartolo Dr","North Jackson",OH,44451,41.096412,-80.88201,1,rooftop,12111,"Debartolo Dr",,,"North Jackson",OH,"Mahoning County",44451,US,Mahoning
Ohio,DCL4,"Last Mile Facility","24800 Miles Rd","Bedford Heights",OH,44146,41.424098,-81.496437,0.6,street_center,,"Miles Rd",,,Bedford,OH,"Cuyahoga County",44146,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,DCL7,"Last Mile Facility","10801 Madison Ave",Cleveland,OH,44102,41.476889,-81.760614,1,range_interpolation,10801,"Madison Ave",,,Cleveland,OH,"Cuyahoga County",44102,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,DCM1,"Last Mile Facility","4100 Lockbourne Industrial Pkwy",Columbus,OH,43207,39.882942,-82.962638,1,rooftop,4100,"Lockbourne Industrial Pkwy",,,Columbus,OH,"Franklin County",43207,US,Franklin
Ohio,DCM2,"Last Mile Facility","2000 Composite Dr",Kettering,OH,45420,39.717059,-84.134172,0.22,place,,,,,Dayton,OH,"Montgomery County",45420,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,DCM3,"Last Mile Facility","43500 Victory Pkwy",Solon,OH,44139,41.386753,-81.440322,0.33,place,,,,,Solon,OH,"Cuyahoga County",44139,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,DKY4,"Last Mile Facility","3191 River Rd",Cincinnati,OH,45204,39.086212,-84.574946,1,range_interpolation,3191,"River Rd",,,Cincinnati,OH,"Hamilton County",45204,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,HCE1,"Last Mile Facility","8685 Independence Parkway",Twinsburg,OH,44087,41.305756,-81.467369,1,rooftop,8685,"Independence Pkwy",,,Twinsburg,OH,"Summit County",44087,US,Summit
Ohio,HCE2,"Last Mile Facility","23371 Aurora Rd","Bedford Heights",OH,44146,41.418269,-81.510782,1,rooftop,23371,"Aurora Rd",,,Bedford,OH,"Cuyahoga County",44146,US,Cuyahoga
Ohio,HCM1,"Last Mile Facility","3538 TradePort Court Bldg 2",Lockbourne,OH,43137,39.78233,-82.947827,1,rooftop,3538,"Tradeport Ct",Bldg,2,Lockbourne,OH,"Pickaway County",43137,US,Pickaway
Ohio,DCM5,"Last Mile Facility","8591 Mink St Sw",Etna,OH,43062,39.967609,-82.72351,1,rooftop,8591,"Mink St SW",,,Etna,OH,"Licking County",43062,US,Licking2
Ohio,DCM6,"Last Mile Facility","1280 London-Groveport Rd","Grove City",OH,43123,39.826204,-83.039288,1,range_interpolation,1280,"London Groveport Rd",,,"Grove City",OH,"Franklin County",43123,US,"TIGER/Line® dataset from the US Census Bureau"
Oklahoma,DOK1,"Last Mile Facility","4401 E Hefner Rd","Oklahoma City",OK,73131,35.581119,-97.439644,1,rooftop,4401,"E Hefner Rd",,,"Oklahoma City",OK,"Oklahoma County",73131,US,Oklahoma
Oklahoma,DOK2,"Last Mile Facility","13510 E 59th St",Tulsa,OK,74134,36.077543,-95.825638,0.8,rooftop,13510,"E 59th St S",,,"Broken Arrow",OK,"Tulsa County",74012,US,Tulsa
Oklahoma,DOK3,"Last Mile Facility","6101 SW 44th St","Oklahoma City",OK,73179,35.421492,-97.621531,1,rooftop,6101,"SW 44th St",,,"Oklahoma City",OK,"Oklahoma County",73179,US,Oklahoma
Oklahoma,DOK4,"Last Mile Facility","6801 S Air Depot Blvd","Oklahoma City",OK,73135,35.398123,-97.407176,1,rooftop,6801,"S Air Depot Blvd",,,"Oklahoma City",OK,"Oklahoma County",73135,US,Oklahoma
Oklahoma,HOK1,"Last Mile Facility","1414 S Council Rd","Oklahoma City",OK,73128,35.451373,-97.653107,1,rooftop,1414,"S Council Rd",,,"Oklahoma City",OK,"Oklahoma County",73128,US,Oklahoma
Pennsylvania,DPH1,"Last Mile Facility","4219 Richmond St",Philadelphia,PA,19137,39.994076,-75.07705,1,rooftop,4219,"Richmond St",,,Philadelphia,PA,"Philadelphia County",19137,US,Philadelphia
Pennsylvania,DPH2,"Last Mile Facility","500 American Ave","King of Prussia",PA,19406,40.094181,-75.401878,1,rooftop,500,"American Ave",,,"King Of Prussia",PA,"Montgomery County",19406,US,Montgomery
Pennsylvania,DPH6,"Last Mile Facility","2001 Gehman Rd",Harleysville,PA,19438,40.253248,-75.346154,1,rooftop,2001,"Gehman Rd",,,Harleysville,PA,"Montgomery County",19438,US,Montgomery
Pennsylvania,DPH7,"Last Mile Facility","10 Industrial Rd",Elizabethtown,PA,17022,40.160426,-76.662653,1,rooftop,10,"Industrial Rd",,,Elizabethtown,PA,"Lancaster County",17022,US,Lancaster
Pennsylvania,DPH8,"Last Mile Facility","7575 Brewster Ave",Philadelphia,PA,19153,39.903756,-75.23255,1,rooftop,7575,"Brewster Ave",,,Philadelphia,PA,"Philadelphia County",19153,US,Philadelphia
Pennsylvania,DDP2,"Last Mile Facility","2400 S Weccacoe Ave",Philadelphia,PA,19148,39.916287,-75.142932,1,range_interpolation,2400,"Weccacoe Ave",,,Philadelphia,PA,"Philadelphia County",19148,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,DDP7,"Last Mile Facility","3750 State Rd",Bensalem,PA,19020,40.083539,-74.916647,1,rooftop,3750,State,,,Bensalem,PA,"Bucks County",19020,US,Bucks
Pennsylvania,DDP9,"Last Mile Facility","3025 House Meeting Rd",Philadelphia,PA,19154,40.096485,-74.983219,0.33,place,,,,,Philadelphia,PA,"Philadelphia County",19154,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,DEW4,"Last Mile Facility","2251 Cabot Blvd W",Langhorne,PA,19047,40.191885,-74.86765,1,range_interpolation,2251,"Cabot Blvd W",,,Langhorne,PA,"Bucks County",19047,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,DPP1,"Last Mile Facility","501 North Dr",Sewickley,PA,15143,40.530888,-80.138852,1,rooftop,501,"North Dr",,,Sewickley,PA,"Allegheny County",15143,US,Allegheny
Pennsylvania,DPP7,"Last Mile Facility","177 McClaren Woods Dr",Corapolis,PA,15108,40.463464,-80.220259,0.78,range_interpolation,177,"McClaren Rd",,,Coraopolis,PA,"Allegheny County",15108,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,HPT1,"Last Mile Facility","4800 McClaren Woods Dr",Corapolis,PA,15108,40.460039,-80.219963,1,rooftop,4800,"McClaren Woods Dr",,,Coraopolis,PA,"Allegheny County",15108,US,Allegheny
Pennsylvania,DAE1,"Last Mile Facility","2595 Brodhead Rd",Bethlehem,PA,18020,40.680192,-75.357504,1,rooftop,2595,"Brodhead Rd",,,Bethlehem,PA,"Northampton County",18020,US,Northampton
Pennsylvania,DAE3,"Last Mile Facility","2150 North Park Dr",Hazleton,PA,18202,40.965401,-76.001873,0.6,street_center,,"Park St",,,Hazleton,PA,"Luzerne County",18202,US,"TIGER/Line® dataset from the US Census Bureau"
"Rhode Island",DRI1,"Last Mile Facility","10 Dupont Dr",Providence,RI,02907,41.800515,-71.439009,1,range_interpolation,10,"Dupont Dr",,,Providence,RI,"Providence County",02907,US,"TIGER/Line® dataset from the US Census Bureau"
"South Carolina",DSC1,"Last Mile Facility","9801 Highway 78",Ladson,SC,29456,32.994509,-80.109764,1,rooftop,9801,"Highway 78",,,Ladson,SC,"Charleston County",29456,US,Charleston
"South Carolina",DSC2,"Last Mile Facility","131 Overland Dr",Cayce,SC,29172,33.939935,-81.088601,1,rooftop,131,"Overland Dr",,,"West Columbia",SC,"Lexington County",29172,US,Lexington
"South Carolina",DSC3,"Last Mile Facility","744 Frontage Rd",Greenville,SC,29611,34.785146,-82.451755,1,rooftop,744,"Frontage Rd",,,Greenville,SC,"Greenville County",29611,US,Greenville
"South Carolina",DSC4,"Last Mile Facility","7406 Magi Rd",Hanahan,SC,29410,32.952925,-80.008495,0.9,range_interpolation,7406,"Magi Rd",,,Hanahan,SC,"Berkeley County",29410,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,DNA1,"Last Mile Facility","2813 Brick Church Pike",Nashville,TN,37207,36.22069,-86.776593,1,rooftop,2813,"Brick Church Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
Tennessee,DNA2,"Last Mile Facility","2 Dell Pkwy",Nashville,TN,37217,36.095669,-86.605267,0.6,street_center,,"Del Crest Dr",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,DNA3,"Last Mile Facility","710 Myatt Dr",Madison,TN,37115,36.291869,-86.700835,1,rooftop,710,"Myatt Dr",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
